tourney_id;tourney_name;tourney_date;match_num;winner_id;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;loser_id;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;score;minutes;winner_rank;winner_rank_points;loser_rank;loser_rank_points
2022-0496;Marseille;20220214;300;126094;Andrey Rublev;R;188;RUS;25;200000;Felix Auger Aliassime;R;193;CAN;26;7-5 7-6(4);116;7;4700;9;4018
2022-0496;Marseille;20220214;299;200000;Felix Auger Aliassime;R;193;CAN;25;126128;Roman Safiullin;R;185;RUS;26;7-6(4) 7-6(5);147;9;4018;163;392
2022-0496;Marseille;20220214;298;126094;Andrey Rublev;R;188;RUS;25;126127;Benjamin Bonzi;R;185;FRA;26;6-3 4-6 6-3;111;7;4700;69;919
2022-0496;Marseille;20220214;297;126128;Roman Safiullin;R;185;RUS;25;126774;Stefanos Tsitsipas;R;193;GRE;26;6-4 6-4;95;163;392;4;7355
2022-0496;Marseille;20220214;296;200000;Felix Auger Aliassime;R;193;CAN;25;125802;Ilya Ivashka;R;193;BLR;26;6-3 6-4;95;9;4018;49;1154
2022-0496;Marseille;20220214;295;126127;Benjamin Bonzi;R;185;FRA;25;106234;Aslan Karatsev;R;185;RUS;26;6-1 6-3;76;69;919;15;2633
2022-0496;Marseille;20220214;294;126094;Andrey Rublev;R;188;RUS;25;106298;Lucas Pouille;R;185;FRA;26;6-3 1-6 6-2;101;7;4700;154;440
2022-0496;Marseille;20220214;293;126774;Stefanos Tsitsipas;R;193;GRE;25;200384;Hugo Gaston;L;173;FRA;26;6-3 7-6(4);89;4;7355;68;923
2022-0496;Marseille;20220214;292;126128;Roman Safiullin;R;185;RUS;25;207830;Tomas Machac;R;183;CZE;26;6-7(6) 6-4 7-6(4);162;163;392;115;621
2022-0496;Marseille;20220214;291;200000;Felix Auger Aliassime;R;193;CAN;25;104542;Jo-Wilfried Tsonga;R;188;FRA;36;7-6(3) 6-2;103;9;4018;243;245
2022-0496;Marseille;20220214;290;125802;Ilya Ivashka;R;193;BLR;25;105882;Stefano Travaglia;R;185;ITA;25;6-1 6-3;64;49;1154;119;604
2022-0496;Marseille;20220214;289;126127;Benjamin Bonzi;R;185;FRA;25;105732;Pierre Hugues Herbert;R;188;FRA;26;6-4 6-3;86;69;919;109;636
2022-0496;Marseille;20220214;288;106234;Aslan Karatsev;R;185;RUS;25;208029;Holger Rune;R;185;DEN;26;6-3 7-6(1);127;15;2633;90;742
2022-0496;Marseille;20220214;287;106298;Lucas Pouille;R;185;FRA;25;105430;Radu Albot;R;175;MDA;32;6-3 3-6 7-6(2);141;154;440;97;708
2022-0496;Marseille;20220214;286;126094;Andrey Rublev;R;188;RUS;25;104755;Richard Gasquet;R;185;FRA;35;4-6 6-3 7-6(3);145;7;4700;76;852
2022-0496;Marseille;20220214;284;200384;Hugo Gaston;L;173;FRA;25;144895;Corentin Moutet;L;178;FRA;26;6-4 6-4;105;68;923;107;657
2022-0496;Marseille;20220214;283;207830;Tomas Machac;R;183;CZE;25;106000;Damir Dzumhur;R;172;BIH;26;1-6 6-3 6-1;97;115;621;140;492
2022-0496;Marseille;20220214;282;126128;Roman Safiullin;R;185;RUS;25;200615;Alexei Popyrin;R;196;AUS;26;6-7(5) 6-4 7-6(3);160;163;392;66;955
2022-0496;Marseille;20220214;280;104542;Jo-Wilfried Tsonga;R;188;FRA;36;104468;Gilles Simon;R;183;FRA;37;6-2 6-4;70;243;245;132;537
2022-0496;Marseille;20220214;279;105882;Stefano Travaglia;R;185;ITA;24;105967;Henri Laaksonen;R;185;SUI;26;6-2 6-7(5) 7-6(1);145;119;604;84;797
2022-0496;Marseille;20220214;278;125802;Ilya Ivashka;R;193;BLR;25;105613;Norbert Gombos;R;193;SVK;26;7-6(5) 6-3;102;49;1154;114;624
2022-0496;Marseille;20220214;277;126127;Benjamin Bonzi;R;185;FRA;25;111794;Kamil Majchrzak;R;183;POL;26;7-6(1) 6-4;97;69;919;79;823
2022-0496;Marseille;20220214;276;105732;Pierre Hugues Herbert;R;188;FRA;25;105062;Mikhail Kukushkin;R;183;KAZ;34;7-6(5) 7-5;114;109;636;168;380
2022-0496;Marseille;20220214;275;208029;Holger Rune;R;185;DEN;25;200267;Zizou Bergs;R;185;BEL;26;1-6 6-3 6-4;123;90;742;169;375
2022-0496;Marseille;20220214;273;106298;Lucas Pouille;R;185;FRA;25;134868;Tallon Griekspoor;R;188;NED;26;7-5 3-6 6-1;137;154;440;60;1046
2022-0496;Marseille;20220214;272;105430;Radu Albot;R;175;MDA;32;110602;Dennis Novak;R;183;AUT;26;3-6 7-5 6-1;129;97;708;128;561
2022-0496;Marseille;20220214;271;104755;Richard Gasquet;R;185;FRA;35;144707;Mikael Ymer;R;183;SWE;26;6-4 7-5;103;76;852;75;863
2022-0807;Acapulco;20220221;300;104745;Rafael Nadal;L;185;ESP;35;111815;Cameron Norrie;L;188;GBR;26;6-4 6-4;114;5;6515;12;3070
2022-0807;Acapulco;20220221;299;104745;Rafael Nadal;L;185;ESP;35;106421;Daniil Medvedev;R;198;RUS;26;6-3 6-3;120;5;6515;2;8435
2022-0807;Acapulco;20220221;298;111815;Cameron Norrie;L;188;GBR;25;126774;Stefanos Tsitsipas;R;193;GRE;26;6-4 6-4;78;12;3070;4;6565
2022-0807;Acapulco;20220221;297;106421;Daniil Medvedev;R;198;RUS;26;106415;Yoshihito Nishioka;L;170;JPN;26;6-2 6-3;70;2;8435;103;640
2022-0807;Acapulco;20220221;296;104745;Rafael Nadal;L;185;ESP;35;126205;Tommy Paul;R;185;USA;26;6-0 7-6(5);123;5;6515;39;1342
2022-0807;Acapulco;20220221;295;126774;Stefanos Tsitsipas;R;193;GRE;25;106218;Marcos Giron;R;180;USA;26;6-3 6-4;77;4;6565;59;990
2022-0807;Acapulco;20220221;294;111815;Cameron Norrie;L;188;GBR;25;105376;Peter Gojowczyk;R;185;GER;32;6-1 6-0;72;12;3070;95;705
2022-0807;Acapulco;20220221;293;106421;Daniil Medvedev;R;198;RUS;26;104665;Pablo Andujar;R;180;ESP;36;6-1 6-2;63;2;8435;68;890
2022-0807;Acapulco;20220221;292;106415;Yoshihito Nishioka;L;170;JPN;25;126203;Taylor Fritz;R;193;USA;26;3-6 6-4 6-2;116;103;640;16;2265
2022-0807;Acapulco;20220221;291;104745;Rafael Nadal;L;185;ESP;35;111578;Stefan Kozlov;R;183;USA;24;6-0 6-3;76;5;6515;130;506
2022-0807;Acapulco;20220221;290;126205;Tommy Paul;R;185;USA;25;105583;Dusan Lajovic;R;180;SRB;31;7-6(6) 2-6 7-5;159;39;1342;46;1161
2022-0807;Acapulco;20220221;289;106218;Marcos Giron;R;180;USA;25;105807;Pablo Carreno Busta;R;188;ESP;26;6-7(7) 6-4 7-6(4);169;59;990;17;2181
2022-0807;Acapulco;20220221;288;126774;Stefanos Tsitsipas;R;193;GRE;25;200670;J J Wolf;R;183;USA;25;6-1 6-0;47;4;6565;209;289
2022-0807;Acapulco;20220221;287;111815;Cameron Norrie;L;188;GBR;25;104545;John Isner;R;206;USA;36;6-7(2) 6-3 6-4;127;12;3070;23;1891
2022-0807;Acapulco;20220221;286;105376;Peter Gojowczyk;R;185;GER;32;100644;Alexander Zverev;R;198;GER;26;W/O;;95;705;3;7515
2022-0807;Acapulco;20220221;285;106421;Daniil Medvedev;R;198;RUS;26;105332;Benoit Paire;R;196;FRA;32;6-3 6-4;101;2;8435;49;1110
2022-0807;Acapulco;20220221;284;104665;Pablo Andujar;R;180;ESP;36;207834;Juan Alejandro Hernandez Serrano;R;;MEX;26;6-0 6-1;61;68;890;566;54
2022-0807;Acapulco;20220221;283;106415;Yoshihito Nishioka;L;170;JPN;25;103852;Feliciano Lopez;L;188;ESP;40;2-6 6-0 6-4;123;103;640;114;603
2022-0807;Acapulco;20220221;282;126203;Taylor Fritz;R;193;USA;25;105173;Adrian Mannarino;L;183;FRA;33;6-3 6-3;92;16;2265;55;1064
2022-0807;Acapulco;20220221;281;104745;Rafael Nadal;L;185;ESP;35;106045;Denis Kudla;R;180;USA;26;6-3 6-2;76;5;6515;100;659
2022-0807;Acapulco;20220221;280;111578;Stefan Kozlov;R;183;USA;24;105777;Grigor Dimitrov;R;188;BUL;26;7-6(8) 5-7 6-3;201;130;506;33;1471
2022-0807;Acapulco;20220221;279;105583;Dusan Lajovic;R;180;SRB;31;200624;Sebastian Korda;R;196;USA;26;6-4 4-6 7-5;162;46;1161;40;1306
2022-0807;Acapulco;20220221;278;126205;Tommy Paul;R;185;USA;25;126610;Matteo Berrettini;R;196;ITA;26;4-6 5-1 RET;69;39;1342;6;4928
2022-0807;Acapulco;20220221;277;105807;Pablo Carreno Busta;R;188;ESP;25;106214;Oscar Otte;R;196;GER;26;6-2 6-4;76;17;2181;82;804
2022-0807;Acapulco;20220221;276;106218;Marcos Giron;R;180;USA;25;105357;John Millman;R;183;AUS;32;7-6(3) 2-0 RET;93;59;990;80;818
2022-0807;Acapulco;20220221;275;200670;J J Wolf;R;183;USA;24;132283;Lorenzo Sonego;R;191;ITA;26;3-6 7-6(7) 6-2;176;209;289;21;1962
2022-0807;Acapulco;20220221;274;126774;Stefanos Tsitsipas;R;193;GRE;25;111513;Laslo Djere;R;188;SRB;26;7-6(7) 7-6(4);133;4;6565;51;1076
2022-0807;Acapulco;20220221;273;111815;Cameron Norrie;L;188;GBR;25;127157;Daniel Altmaier;R;191;GER;26;7-6(5) 6-2;110;12;3070;84;787
2022-0807;Acapulco;20220221;272;104545;John Isner;R;206;USA;36;104269;Fernando Verdasco;L;188;ESP;38;7-5 6-7(4) 7-6(3);193;23;1891;152;415
2022-0807;Acapulco;20220221;271;105376;Peter Gojowczyk;R;185;GER;32;206909;Brandon Nakashima;R;185;USA;26;6-4 6-4;88;95;705;75;830
2022-0807;Acapulco;20220221;270;100644;Alexander Zverev;R;198;GER;25;202385;Jenson Brooksby;R;188;USA;26;3-6 7-6(10) 6-2;200;3;7515;47;1153
2022-0495;Dubai;20220221;300;126094;Andrey Rublev;R;188;RUS;25;106210;Jiri Vesely;L;198;CZE;26;6-3 6-4;80;7;4590;123;550
2022-0495;Dubai;20220221;299;106210;Jiri Vesely;L;198;CZE;25;133430;Denis Shapovalov;L;185;CAN;26;6-7(7) 7-6(2) 7-6(3);192;123;550;14;2863
2022-0495;Dubai;20220221;298;126094;Andrey Rublev;R;188;RUS;25;128034;Hubert Hurkacz;R;196;POL;25;3-6 7-5 7-6(5);143;7;4590;11;3333
2022-0495;Dubai;20220221;297;106210;Jiri Vesely;L;198;CZE;25;104925;Novak Djokovic;R;188;SRB;34;6-4 7-6(4);117;123;550;1;8875
2022-0495;Dubai;20220221;296;133430;Denis Shapovalov;L;185;CAN;25;105575;Ricardas Berankis;R;175;LTU;31;7-6(4) 6-3;91;14;2863;99;669
2022-0495;Dubai;20220221;295;128034;Hubert Hurkacz;R;196;POL;25;206173;Jannik Sinner;R;188;ITA;26;6-3 6-3;84;11;3333;10;3429
2022-0495;Dubai;20220221;294;126094;Andrey Rublev;R;188;RUS;25;111456;Mackenzie Mcdonald;R;178;USA;26;2-6 6-3 6-1;103;7;4590;61;986
2022-0495;Dubai;20220221;293;104925;Novak Djokovic;R;188;SRB;34;111575;Karen Khachanov;R;198;RUS;26;6-3 7-6(2);98;1;8875;26;1770
2022-0495;Dubai;20220221;292;106210;Jiri Vesely;L;198;CZE;25;105138;Roberto Bautista Agut;R;183;ESP;33;6-2 6-4;78;123;550;15;2585
2022-0495;Dubai;20220221;291;105575;Ricardas Berankis;R;175;LTU;31;200615;Alexei Popyrin;R;196;AUS;26;6-4 7-6(7);91;99;669;66;916
2022-0495;Dubai;20220221;290;133430;Denis Shapovalov;L;185;CAN;25;106121;Taro Daniel;R;191;JPN;29;6-4 6-3;83;14;2863;111;615
2022-0495;Dubai;20220221;289;128034;Hubert Hurkacz;R;196;POL;25;144684;Alex Molcan;L;178;SVK;25;6-3 6-2;72;11;3333;69;888
2022-0495;Dubai;20220221;288;206173;Jannik Sinner;R;188;ITA;25;104918;Andy Murray;R;190;GBR;34;7-5 6-2;103;10;3429;89;733
2022-0495;Dubai;20220221;287;111456;Mackenzie Mcdonald;R;178;USA;25;105936;Filip Krajinovic;R;185;SRB;26;6-4 7-6(7);113;61;986;44;1187
2022-0495;Dubai;20220221;286;126094;Andrey Rublev;R;188;RUS;25;126952;Soon Woo Kwon;R;180;KOR;25;4-6 6-0 6-3;102;7;4590;60;990
2022-0495;Dubai;20220221;285;104925;Novak Djokovic;R;188;SRB;34;207518;Lorenzo Musetti;R;185;ITA;26;6-3 6-3;74;1;8875;58;1010
2022-0495;Dubai;20220221;284;111575;Karen Khachanov;R;198;RUS;25;200282;Alex De Minaur;R;183;AUS;23;6-3 6-7(1) 7-5;166;26;1770;32;1486
2022-0495;Dubai;20220221;283;106210;Jiri Vesely;L;198;CZE;25;105227;Marin Cilic;R;198;CRO;33;6-4 7-6(3);113;123;550;24;1865
2022-0495;Dubai;20220221;282;105138;Roberto Bautista Agut;R;183;ESP;33;126239;Arthur Rinderknech;R;196;FRA;26;6-3 6-4;66;15;2585;53;1066
2022-0495;Dubai;20220221;281;200615;Alexei Popyrin;R;196;AUS;25;105932;Nikoloz Basilashvili;R;185;GEO;26;6-2 6-3;59;66;916;19;2156
2022-0495;Dubai;20220221;280;105575;Ricardas Berankis;R;175;LTU;31;105526;Jan Lennard Struff;R;193;GER;26;6-1 3-6 6-3;96;99;669;56;1054
2022-0495;Dubai;20220221;279;106121;Taro Daniel;R;191;JPN;29;105676;David Goffin;R;180;BEL;31;6-3 7-6(5);111;111;615;48;1151
2022-0495;Dubai;20220221;278;133430;Denis Shapovalov;L;185;CAN;25;105916;Marton Fucsovics;R;188;HUN;30;4-6 6-4 7-5;147;14;2863;36;1382
2022-0495;Dubai;20220221;277;128034;Hubert Hurkacz;R;196;POL;25;122330;Alexander Bublik;R;196;KAZ;26;6-3 6-1;59;11;3333;30;1571
2022-0495;Dubai;20220221;276;144684;Alex Molcan;L;178;SVK;24;144750;Lloyd Harris;R;193;RSA;26;6-3 6-3;65;69;888;35;1393
2022-0495;Dubai;20220221;275;104918;Andy Murray;R;190;GBR;34;106331;Christopher Oconnell;R;183;AUS;26;6-7(4) 6-3 7-5;171;89;733;158;407
2022-0495;Dubai;20220221;274;206173;Jannik Sinner;R;188;ITA;25;200221;Alejandro Davidovich Fokina;R;183;ESP;26;4-6 7-6(6) 6-3;151;10;3429;43;1195
2022-0495;Dubai;20220221;273;111456;Mackenzie Mcdonald;R;178;USA;25;106234;Aslan Karatsev;R;185;RUS;26;7-5 6-3;98;61;986;22;1933
2022-0495;Dubai;20220221;272;105936;Filip Krajinovic;R;185;SRB;25;104291;Malek Jaziri;R;185;TUN;38;6-7(4) 6-2 6-4;138;44;1187;297;167
2022-0495;Dubai;20220221;271;126952;Soon Woo Kwon;R;180;KOR;24;125802;Ilya Ivashka;R;193;BLR;26;6-3 6-2;76;60;990;45;1179
2022-0495;Dubai;20220221;270;126094;Andrey Rublev;R;188;RUS;25;105554;Daniel Evans;R;175;GBR;26;6-4 7-5;96;7;4590;28;1702
2022-8996;Santiago;20220221;300;124079;Pedro Martinez;R;185;ESP;25;202104;Sebastian Baez;R;170;ARG;25;4-6 6-4 6-4;168;72;867;78;821
2022-8996;Santiago;20220221;299;124079;Pedro Martinez;R;185;ESP;25;126214;Alejandro Tabilo;L;188;CHI;26;5-7 6-4 6-4;174;72;867;113;608
2022-8996;Santiago;20220221;298;202104;Sebastian Baez;R;170;ARG;24;105077;Albert Ramos;L;188;ESP;34;6-4 4-6 6-2;152;78;821;31;1529
2022-8996;Santiago;20220221;297;126214;Alejandro Tabilo;L;188;CHI;25;200175;Miomir Kecmanovic;R;183;SRB;26;6-1 6-4;85;113;608;63;966
2022-8996;Santiago;20220221;296;124079;Pedro Martinez;R;185;ESP;25;105870;Yannick Hanfmann;R;193;GER;30;6-2 6-2;82;72;867;115;600
2022-8996;Santiago;20220221;295;202104;Sebastian Baez;R;170;ARG;24;106329;Thiago Monteiro;L;183;BRA;26;7-5 3-6 6-4;161;78;821;107;630
2022-8996;Santiago;20220221;294;105077;Albert Ramos;L;188;ESP;34;105487;Facundo Bagnis;L;183;ARG;31;7-5 6-2;113;31;1529;74;838
2022-8996;Santiago;20220221;293;126214;Alejandro Tabilo;L;188;CHI;25;106426;Cristian Garin;R;185;CHI;26;6-3 6-3;78;113;608;27;1716
2022-8996;Santiago;20220221;292;200175;Miomir Kecmanovic;R;183;SRB;25;207799;Matheus Pucinelli De Almeida;R;183;BRA;26;6-2 6-0;64;63;966;264;199
2022-8996;Santiago;20220221;291;124079;Pedro Martinez;R;185;ESP;25;144719;Jaume Munar;R;183;ESP;26;6-4 5-7 7-5;210;72;867;93;712
2022-8996;Santiago;20220221;290;105870;Yannick Hanfmann;R;193;GER;30;205734;Thiago Seyboth Wild;R;185;BRA;26;6-1 6-3;65;115;600;135;497
2022-8996;Santiago;20220221;289;202104;Sebastian Baez;R;170;ARG;24;106228;Juan Ignacio Londero;R;180;ARG;26;6-3 6-3;85;78;821;139;484
2022-8996;Santiago;20220221;288;106329;Thiago Monteiro;L;183;BRA;25;105643;Federico Delbonis;L;190;ARG;26;3-6 6-4 6-1;126;107;630;37;1382
2022-8996;Santiago;20220221;287;105487;Facundo Bagnis;L;183;ARG;31;106198;Hugo Dellien;R;180;BOL;26;6-2 6-2;69;74;838;98;673
2022-8996;Santiago;20220221;286;105077;Albert Ramos;L;188;ESP;34;126535;Carlos Taberner;R;183;ESP;26;6-2 7-6(4);111;31;1529;108;625
2022-8996;Santiago;20220221;284;126214;Alejandro Tabilo;L;188;CHI;25;105952;Renzo Olivo;R;180;ARG;26;6-1 6-3;69;113;608;179;347
2022-8996;Santiago;20220221;283;207799;Matheus Pucinelli De Almeida;R;183;BRA;25;208029;Holger Rune;R;185;DEN;26;6-4 6-4;98;264;199;88;750
2022-8996;Santiago;20220221;282;200175;Miomir Kecmanovic;R;183;SRB;25;106065;Marco Cecchinato;R;185;ITA;26;7-5 6-1;91;63;966;90;721
2022-8996;Santiago;20220221;280;144719;Jaume Munar;R;183;ESP;25;123755;Daniel Elahi Galan;R;191;COL;26;6-1 6-3;94;93;712;104;639
2022-8996;Santiago;20220221;279;205734;Thiago Seyboth Wild;R;185;BRA;25;106044;Nicolas Kicker;R;178;ARG;26;6-4 3-6 6-4;181;135;497;203;297
2022-8996;Santiago;20220221;278;105870;Yannick Hanfmann;R;193;GER;30;105948;Federico Coria;R;180;ARG;26;3-6 6-2 6-4;114;115;600;62;981
2022-8996;Santiago;20220221;277;202104;Sebastian Baez;R;170;ARG;24;122669;Juan Pablo Varillas;R;185;PER;26;6-4 6-4;94;78;821;117;592
2022-8996;Santiago;20220221;276;106228;Juan Ignacio Londero;R;180;ARG;25;144869;Tomas Martin Etcheverry;R;196;ARG;26;4-6 6-4 7-5;170;139;484;120;565
2022-8996;Santiago;20220221;275;106329;Thiago Monteiro;L;183;BRA;25;111797;Nicolas Jarry;R;198;CHI;26;7-6(9) 6-4;105;107;630;143;477
2022-8996;Santiago;20220221;273;105487;Facundo Bagnis;L;183;ARG;31;126523;Bernabe Zapata Miralles;R;185;ESP;25;6-3 6-0;62;74;838;119;570
2022-8996;Santiago;20220221;272;106198;Hugo Dellien;R;180;BOL;25;106174;Gonzalo Lama;R;180;CHI;26;6-3 6-4;76;98;673;263;199
2022-8996;Santiago;20220221;271;126535;Carlos Taberner;R;183;ESP;25;207678;Juan Manuel Cerundolo;L;183;ARG;25;6-2 7-5;127;108;625;79;821
2022-0404;Indian Wells Masters;20220307;300;126203;Taylor Fritz;R;193;USA;25;104745;Rafael Nadal;L;185;ESP;35;6-3 7-6(5);126;20;2010;4;6515
2022-0404;Indian Wells Masters;20220307;299;104745;Rafael Nadal;L;185;ESP;35;207989;Carlos Alcaraz;R;185;ESP;26;6-4 4-6 6-3;192;4;6515;19;2056
2022-0404;Indian Wells Masters;20220307;298;126203;Taylor Fritz;R;193;USA;25;126094;Andrey Rublev;R;188;RUS;26;7-5 6-4;110;20;2010;7;4590
2022-0404;Indian Wells Masters;20220307;297;207989;Carlos Alcaraz;R;185;ESP;25;111815;Cameron Norrie;L;188;GBR;26;6-4 6-3;104;19;2056;12;3305
2022-0404;Indian Wells Masters;20220307;296;104745;Rafael Nadal;L;185;ESP;35;106401;Nick Kyrgios;R;193;AUS;26;7-6(0) 5-7 6-4;166;4;6515;132;493
2022-0404;Indian Wells Masters;20220307;295;126203;Taylor Fritz;R;193;USA;25;200175;Miomir Kecmanovic;R;183;SRB;26;7-6(5) 3-6 6-1;117;20;2010;61;921
2022-0404;Indian Wells Masters;20220307;294;126094;Andrey Rublev;R;188;RUS;25;105777;Grigor Dimitrov;R;188;BUL;26;7-5 6-2;90;7;4590;35;1381
2022-0404;Indian Wells Masters;20220307;293;207989;Carlos Alcaraz;R;185;ESP;25;104792;Gael Monfils;R;193;FRA;35;7-5 6-1;77;19;2056;28;1633
2022-0404;Indian Wells Masters;20220307;292;111815;Cameron Norrie;L;188;GBR;25;202385;Jenson Brooksby;R;188;USA;26;6-2 6-4;98;12;3305;43;1153
2022-0404;Indian Wells Masters;20220307;291;104745;Rafael Nadal;L;185;ESP;35;124187;Reilly Opelka;R;211;USA;26;7-6(3) 7-6(5);131;4;6515;17;2156
2022-0404;Indian Wells Masters;20220307;290;106401;Nick Kyrgios;R;193;AUS;25;206173;Jannik Sinner;R;188;ITA;26;W/O;0;132;493;10;3495
2022-0404;Indian Wells Masters;20220307;289;200175;Miomir Kecmanovic;R;183;SRB;25;126610;Matteo Berrettini;R;196;ITA;26;6-3 6-7(5) 6-4;148;61;921;6;4928
2022-0404;Indian Wells Masters;20220307;288;126203;Taylor Fritz;R;193;USA;25;200282;Alex De Minaur;R;183;AUS;23;3-6 6-4 7-6(5);143;20;2010;31;1451
2022-0404;Indian Wells Masters;20220307;287;126094;Andrey Rublev;R;188;RUS;25;128034;Hubert Hurkacz;R;196;POL;25;7-6(5) 6-4;99;7;4590;11;3468
2022-0404;Indian Wells Masters;20220307;286;105777;Grigor Dimitrov;R;188;BUL;25;104545;John Isner;R;206;USA;36;6-3 7-6(6);93;35;1381;23;1801
2022-0404;Indian Wells Masters;20220307;285;104792;Gael Monfils;R;193;FRA;35;106421;Daniil Medvedev;R;198;RUS;26;4-6 6-3 6-1;126;28;1633;1;8615
2022-0404;Indian Wells Masters;20220307;284;207989;Carlos Alcaraz;R;185;ESP;25;105138;Roberto Bautista Agut;R;183;ESP;33;6-2 6-0;66;19;2056;15;2480
2022-0404;Indian Wells Masters;20220307;283;111815;Cameron Norrie;L;188;GBR;25;105932;Nikoloz Basilashvili;R;185;GEO;30;3-6 6-3 6-1;103;12;3305;18;2121
2022-0404;Indian Wells Masters;20220307;282;202385;Jenson Brooksby;R;188;USA;25;126774;Stefanos Tsitsipas;R;193;GRE;26;1-6 6-3 6-2;123;43;1153;5;6325
2022-0404;Indian Wells Masters;20220307;281;104745;Rafael Nadal;L;185;ESP;35;105554;Daniel Evans;R;175;GBR;26;7-5 6-3;103;4;6515;29;1542
2022-0404;Indian Wells Masters;20220307;280;124187;Reilly Opelka;R;211;USA;25;133430;Denis Shapovalov;L;185;CAN;26;6-7(4) 6-4 6-4;136;17;2156;13;3020
2022-0404;Indian Wells Masters;20220307;279;206173;Jannik Sinner;R;188;ITA;25;126127;Benjamin Bonzi;R;185;FRA;26;7-6(5) 3-6 6-4;157;10;3495;62;909
2022-0404;Indian Wells Masters;20220307;278;106401;Nick Kyrgios;R;193;AUS;25;134770;Casper Ruud;R;183;NOR;25;6-4 6-4;76;132;493;8;3915
2022-0404;Indian Wells Masters;20220307;277;126610;Matteo Berrettini;R;196;ITA;25;144750;Lloyd Harris;R;193;RSA;25;6-4 7-5;92;6;4928;32;1393
2022-0404;Indian Wells Masters;20220307;276;200175;Miomir Kecmanovic;R;183;SRB;25;122298;Botic Van De Zandschulp;R;188;NED;26;7-6(3) 7-5;107;61;921;47;1096
2022-0404;Indian Wells Masters;20220307;275;126203;Taylor Fritz;R;193;USA;25;144719;Jaume Munar;R;183;ESP;26;6-4 2-6 7-6(2);169;20;2010;99;675
2022-0404;Indian Wells Masters;20220307;274;200282;Alex De Minaur;R;183;AUS;23;126205;Tommy Paul;R;185;USA;26;7-6(2) 6-4;109;31;1451;39;1252
2022-0404;Indian Wells Masters;20220307;273;126094;Andrey Rublev;R;188;RUS;25;126207;Frances Tiafoe;R;188;USA;25;6-3 6-4;70;7;4590;30;1463
2022-0404;Indian Wells Masters;20220307;272;128034;Hubert Hurkacz;R;196;POL;25;105449;Steve Johnson;R;188;USA;32;7-6(7) 6-3;88;11;3468;115;594
2022-0404;Indian Wells Masters;20220307;271;104545;John Isner;R;206;USA;36;106043;Diego Schwartzman;R;170;ARG;26;7-5 6-3;79;23;1801;14;2660
2022-0404;Indian Wells Masters;20220307;270;105777;Grigor Dimitrov;R;188;BUL;25;122330;Alexander Bublik;R;196;KAZ;26;6-3 6-4;69;35;1381;33;1391
2022-0404;Indian Wells Masters;20220307;269;106421;Daniil Medvedev;R;198;RUS;26;207830;Tomas Machac;R;183;CZE;26;6-3 6-2;71;1;8615;158;379
2022-0404;Indian Wells Masters;20220307;268;104792;Gael Monfils;R;193;FRA;35;105936;Filip Krajinovic;R;185;SRB;30;6-3 6-4;68;28;1633;40;1212
2022-0404;Indian Wells Masters;20220307;267;207989;Carlos Alcaraz;R;185;ESP;25;111456;Mackenzie Mcdonald;R;178;USA;26;6-3 6-3;95;19;2056;59;976
2022-0404;Indian Wells Masters;20220307;266;105138;Roberto Bautista Agut;R;183;ESP;33;200670;J J Wolf;R;183;USA;25;6-3 6-7(3) 7-6(5);197;15;2480;209;274
2022-0404;Indian Wells Masters;20220307;265;111815;Cameron Norrie;L;188;GBR;25;124079;Pedro Martinez;R;185;ESP;26;6-3 6-3;89;12;3305;49;1072
2022-0404;Indian Wells Masters;20220307;264;105932;Nikoloz Basilashvili;R;185;GEO;30;104926;Fabio Fognini;R;178;ITA;34;W/O;0;18;2121;36;1359
2022-0404;Indian Wells Masters;20220307;263;202385;Jenson Brooksby;R;188;USA;25;111575;Karen Khachanov;R;198;RUS;26;6-0 6-3;78;43;1153;26;1680
2022-0404;Indian Wells Masters;20220307;262;126774;Stefanos Tsitsipas;R;193;GRE;25;106058;Jack Sock;R;185;USA;26;7-6(5) 3-6 7-6(5);154;5;6325;147;429
2022-0404;Indian Wells Masters;20220307;261;104745;Rafael Nadal;L;185;ESP;35;200624;Sebastian Korda;R;196;USA;26;6-2 1-6 7-6(3);149;4;6515;38;1289
2022-0404;Indian Wells Masters;20220307;260;105554;Daniel Evans;R;175;GBR;25;105948;Federico Coria;R;180;ARG;26;6-2 6-0;67;29;1542;65;906
2022-0404;Indian Wells Masters;20220307;259;124187;Reilly Opelka;R;211;USA;25;207518;Lorenzo Musetti;R;185;ITA;20;6-1 6-4;66;17;2156;56;1000
2022-0404;Indian Wells Masters;20220307;258;133430;Denis Shapovalov;L;185;CAN;25;200221;Alejandro Davidovich Fokina;R;183;ESP;26;4-6 6-4 6-2;154;13;3020;45;1115
2022-0404;Indian Wells Masters;20220307;257;206173;Jannik Sinner;R;188;ITA;25;111513;Laslo Djere;R;188;SRB;26;6-3 6-3;88;10;3495;52;1041
2022-0404;Indian Wells Masters;20220307;256;126127;Benjamin Bonzi;R;185;FRA;25;132283;Lorenzo Sonego;R;191;ITA;26;6-3 6-4;97;62;909;21;1937
2022-0404;Indian Wells Masters;20220307;255;106401;Nick Kyrgios;R;193;AUS;25;105643;Federico Delbonis;L;190;ARG;31;6-2 6-2;65;132;493;34;1382
